"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_1251",1050,50,197,"F",45,"NT","Urban","Tablet_iOS","Browser","Monthly",22,"12:00 AM - 6:00 AM",11,3,4,"eWallet","N",0,0
"CXAUQ_98",40,50,250,"F",40,"VIC","Urban","Phone_iOS","App","Weekly",25,"12:00 PM - 6:00 PM",2,3,1,"BNPL","Y",29,0
"CXAUQ_2218",40,86,277,"F",28,"NSW","Urban","Tablet_iOS","Browser","Daily",22,"6:00 AM - 12:00 PM",1,2,2,"BNPL","N",0,0
"CXAUQ_581",1150,172,0,"F",51,"NSW","Urban","Phone_Android","Browser","Daily",42,"12:00 PM - 6:00 PM",6,5,4,"BNPL","N",0,0
"CXAUQ_1028",550,201,344,"F",45,"TAS","Urban","Phone_iOS","Browser","Monthly",39,"12:00 AM - 6:00 AM",2,2,4,"BNPL","N",0,0
"CXAUQ_2641",850,50,271,"F",50,"ACT","Urban","Phone_Android","Browser","Monthly",49,"6:00 PM - 12:00 AM",10,4,4,"BNPL","N",0,0
"CXAUQ_2239",250,89,239,"M",30,"ACT","Urban","Tablet_iOS","Browser","Weekly",7,"6:00 AM - 12:00 PM",2,1,2,"BNPL","N",0,0
"CXAUQ_1041",237,78,0,"M",64,"WA","Urban","Tablet_iOS","Browser","Daily",36,"12:00 AM - 6:00 AM",3,2,1,"BNPL","N",0,0
"CXAUQ_1086",40,290,40,"F",21,"NSW","Urban","Tablet_Android","Browser","Daily",1,"12:00 AM - 6:00 AM",2,3,3,"eWallet","N",0,0
"CXAUQ_240",1700,179,40,"M",53,"ACT","Urban","Tablet_Android","App","Monthly",38,"12:00 PM - 6:00 PM",6,5,4,"eWallet","Y",14,0
"CXAUQ_2482",550,167,40,"F",47,"ACT","Urban","Tablet_Android","App","Monthly",24,"6:00 PM - 12:00 AM",12,5,4,"BNPL","Y",30,0
"CXAUQ_2695",1150,189,281,"F",46,"VIC","Urban","Phone_Android","Browser","Monthly",39,"6:00 PM - 12:00 AM",7,5,4,"BNPL","N",0,0
"CXAUQ_201",40,246,321,"M",29,"VIC","Rural","Phone_iOS","App","Weekly",2,"12:00 PM - 6:00 PM",6,3,2,"BNPL","Y",9,5
"CXAUQ_1713",40,69,298,"F",40,"TAS","Urban","Phone_iOS","Browser","Daily",29,"6:00 PM - 12:00 AM",1,5,2,"BNPL","N",0,0
"CXAUQ_1236",40,50,206,"M",59,"TAS","Urban","Phone_Android","Browser","Daily",18,"12:00 AM - 6:00 AM",1,3,2,"BNPL","N",0,0
"CXAUQ_843",40,146,473,"F",46,"NT","Rural","Tablet_iOS","Browser","Weekly",35,"12:00 AM - 6:00 AM",6,4,4,"Card","N",0,0
"CXAUQ_897",40,85,43,"F",40,"NSW","Urban","Tablet_iOS","Browser","Daily",32,"12:00 AM - 6:00 AM",1,2,3,"eWallet","N",0,0
"CXAUQ_2817",800,180,201,"M",54,"SA","Urban","Tablet_Android","Browser","Weekly",29,"6:00 PM - 12:00 AM",4,4,4,"BNPL","N",0,0
"CXAUQ_1046",0,50,40,"M",28,"NT","Rural","Tablet_iOS","Browser","Monthly",54,"12:00 AM - 6:00 AM",4,3,4,"eWallet","N",0,0
"CXAUQ_2225",250,187,301,"F",26,"NSW","Urban","Tablet_iOS","Browser","Daily",17,"6:00 AM - 12:00 PM",3,2,2,"BNPL","N",0,0
"CXAUQ_1276",40,50,314,"M",45,"VIC","Urban","Phone_iOS","App","Daily",12,"6:00 PM - 12:00 AM",1,4,2,"BNPL","Y",23,0
"CXAUQ_1265",1300,55,332,"F",59,"NSW","Urban","Tablet_iOS","Browser","Monthly",30,"12:00 AM - 6:00 AM",13,5,4,"BNPL","N",0,0
"CXAUQ_78",40,108,277,"F",52,"VIC","Rural","Phone_iOS","App","Daily",42,"12:00 PM - 6:00 PM",3,3,3,"BNPL","Y",19,8
"CXAUQ_1097",1200,75,218,"M",55,"NSW","Urban","Phone_iOS","Browser","Daily",43,"12:00 AM - 6:00 AM",7,4,4,"BNPL","N",0,0
"CXAUQ_782",40,50,266,"F",34,"VIC","Urban","Phone_iOS","Browser","Monthly",5,"12:00 PM - 6:00 PM",4,4,1,"BNPL","N",0,0
"CXAUQ_355",40,116,0,"F",20,"NSW","Urban","Tablet_iOS","App","Daily",50,"12:00 PM - 6:00 PM",1,2,3,"eWallet","Y",17,0
"CXAUQ_2473",40,216,312,"F",47,"VIC","Urban","Tablet_Android","Browser","Daily",58,"6:00 PM - 12:00 AM",4,4,3,"eWallet","N",0,0
"CXAUQ_2205",40,123,360,"F",24,"TAS","Rural","Phone_iOS","Browser","Weekly",54,"6:00 AM - 12:00 PM",1,1,2,"BNPL","N",0,0
"CXAUQ_2509",40,69,282,"M",30,"ACT","Urban","Phone_iOS","App","Weekly",11,"6:00 PM - 12:00 AM",1,3,3,"eWallet","Y",30,0
"CXAUQ_2144",400,50,128,"M",28,"VIC","Urban","Phone_iOS","Browser","Daily",8,"6:00 AM - 12:00 PM",5,1,3,"eWallet","N",0,0
"CXAUQ_583",550,73,312,"M",36,"TAS","Urban","Phone_iOS","App","Weekly",37,"12:00 PM - 6:00 PM",2,3,4,"BNPL","Y",2,0
"CXAUQ_652",1000,50,476,"F",51,"VIC","Urban","Tablet_Android","Browser","Weekly",10,"12:00 PM - 6:00 PM",14,2,4,"BNPL","N",0,0
"CXAUQ_299",40,50,0,"F",34,"ACT","Urban","Phone_iOS","Browser","Weekly",25,"12:00 PM - 6:00 PM",5,1,3,"eWallet","N",0,0
"CXAUQ_2630",40,179,300,"F",40,"VIC","Rural","Phone_iOS","App","Monthly",5,"6:00 PM - 12:00 AM",3,3,4,"eWallet","Y",19,4
"CXAUQ_602",40,50,337,"M",34,"NSW","Urban","Phone_Android","Browser","Daily",5,"12:00 PM - 6:00 PM",6,1,3,"eWallet","N",0,0
"CXAUQ_595",850,79,433,"F",50,"VIC","Urban","Tablet_Android","Browser","Monthly",23,"12:00 PM - 6:00 PM",13,5,4,"BNPL","N",0,0
"CXAUQ_2544",1100,267,271,"M",58,"NSW","Urban","Tablet_Android","Browser","Daily",57,"6:00 PM - 12:00 AM",3,5,4,"BNPL","N",0,0
"CXAUQ_73",40,164,282,"F",41,"ACT","Urban","Phone_iOS","Browser","Monthly",3,"12:00 PM - 6:00 PM",4,2,3,"Card","N",0,0
"CXAUQ_761",40,50,40,"M",48,"NSW","Rural","Phone_Android","App","Daily",37,"12:00 PM - 6:00 PM",1,4,4,"eWallet","Y",19,7
"CXAUQ_2030",40,150,228,"F",20,"NSW","Rural","Tablet_iOS","Browser","Daily",13,"6:00 AM - 12:00 PM",4,2,3,"BNPL","N",0,0
"CXAUQ_2763",650,211,419,"F",40,"NSW","Rural","Tablet_iOS","App","Monthly",33,"6:00 PM - 12:00 AM",8,4,4,"BNPL","Y",7,0
