"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_217",40,193,414,"M",24,"WA","Rural","Phone_iOS","App","Daily",31,"12:00 PM - 6:00 PM",3,2,3,"BNPL","Y",5,0
"CXAUQ_2015",40,50,84,"F",43,"TAS","Urban","Phone_iOS","App","Monthly",58,"6:00 AM - 12:00 PM",6,2,3,"eWallet","Y",5,0
"CXAUQ_2813",40,167,343,"M",24,"TAS","Rural","Phone_iOS","Browser","Weekly",15,"6:00 PM - 12:00 AM",1,2,4,"eWallet","N",0,0
"CXAUQ_1034",800,92,499,"M",43,"WA","Urban","Phone_iOS","App","Monthly",57,"12:00 AM - 6:00 AM",1,1,4,"BNPL","Y",29,0
"CXAUQ_2783",40,50,159,"M",24,"NSW","Urban","Phone_iOS","App","Daily",54,"6:00 PM - 12:00 AM",1,1,3,"eWallet","Y",11,0
"CXAUQ_649",40,88,44,"M",42,"VIC","Urban","Tablet_iOS","App","Daily",12,"12:00 PM - 6:00 PM",1,1,3,"Card","Y",3,0
"CXAUQ_1909",300,133,40,"F",41,"ACT","Urban","Phone_iOS","App","Weekly",8,"6:00 AM - 12:00 PM",1,2,3,"eWallet","Y",27,0
"CXAUQ_169",40,80,370,"M",33,"WA","Rural","Phone_iOS","App","Daily",17,"12:00 PM - 6:00 PM",1,3,3,"BNPL","Y",13,0
"CXAUQ_224",950,188,280,"F",52,"VIC","Urban","Tablet_Android","App","Weekly",54,"12:00 PM - 6:00 PM",11,4,4,"BNPL","Y",26,6
"CXAUQ_1808",40,176,428,"F",50,"WA","Urban","Tablet_Android","App","Monthly",34,"6:00 AM - 12:00 PM",1,5,2,"BNPL","Y",26,0
"CXAUQ_2553",40,50,320,"M",52,"SA","Urban","Phone_iOS","App","Daily",46,"6:00 PM - 12:00 AM",1,3,3,"eWallet","Y",23,0
"CXAUQ_139",350,136,40,"F",39,"NSW","Urban","Phone_iOS","App","Daily",11,"12:00 PM - 6:00 PM",6,2,3,"eWallet","Y",23,0
"CXAUQ_1775",40,142,329,"F",24,"SA","Urban","Phone_iOS","Browser","Monthly",18,"6:00 PM - 12:00 AM",5,4,1,"BNPL","N",0,0
"CXAUQ_515",40,112,156,"F",36,"NT","Urban","Phone_iOS","Browser","Weekly",5,"12:00 PM - 6:00 PM",6,2,3,"eWallet","N",0,0
"CXAUQ_681",40,50,40,"M",29,"VIC","Urban","Phone_iOS","Browser","Weekly",9,"12:00 PM - 6:00 PM",1,1,3,"Card","N",0,0
"CXAUQ_1572",650,93,252,"F",45,"SA","Rural","Tablet_iOS","Browser","Weekly",60,"6:00 PM - 12:00 AM",2,3,4,"BNPL","N",0,0
"CXAUQ_1717",40,50,40,"F",21,"NSW","Urban","Phone_iOS","Browser","Daily",44,"6:00 PM - 12:00 AM",1,2,3,"eWallet","N",0,0
