"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_1535",40,50,128,"M",31,"NSW","Urban","Tablet_iOS","Browser","Daily",21,"6:00 PM - 12:00 AM",3,3,3,"eWallet","N",0,0
"CXAUQ_723",750,53,402,"M",34,"WA","Rural","Phone_iOS","App","Monthly",1,"12:00 PM - 6:00 PM",5,2,4,"eWallet","Y",24,2
"CXAUQ_2229",40,50,208,"F",24,"WA","Urban","Phone_iOS","App","Daily",16,"6:00 AM - 12:00 PM",1,1,1,"BNPL","Y",7,8
"CXAUQ_2802",40,169,231,"M",24,"QLD","Rural","Phone_iOS","Browser","Monthly",52,"6:00 PM - 12:00 AM",3,2,4,"eWallet","N",0,0
"CXAUQ_1839",40,50,490,"F",24,"SA","Urban","Phone_iOS","Browser","Weekly",50,"6:00 AM - 12:00 PM",1,1,2,"BNPL","N",0,0
"CXAUQ_2261",450,186,436,"F",39,"ACT","Urban","Tablet_Android","Browser","Weekly",29,"6:00 AM - 12:00 PM",1,2,4,"BNPL","N",0,0
"CXAUQ_2149",1450,50,126,"F",46,"NSW","Urban","Tablet_Android","App","Daily",34,"6:00 AM - 12:00 PM",14,5,4,"eWallet","Y",10,0
"CXAUQ_540",1500,50,0,"F",51,"NSW","Rural","Phone_Android","Browser","Monthly",24,"12:00 PM - 6:00 PM",2,5,4,"BNPL","N",0,0
"CXAUQ_2634",350,141,92,"F",33,"NSW","Rural","Tablet_iOS","App","Daily",30,"6:00 PM - 12:00 AM",5,1,4,"Card","Y",4,0
"CXAUQ_1652",1350,174,259,"F",49,"VIC","Rural","Phone_Android","Browser","Monthly",41,"6:00 PM - 12:00 AM",6,5,4,"BNPL","N",0,0
"CXAUQ_726",700,253,477,"F",38,"SA","Urban","Phone_iOS","Browser","Monthly",9,"12:00 PM - 6:00 PM",2,1,4,"eWallet","N",0,0
"CXAUQ_2178",40,229,325,"F",28,"NT","Urban","Phone_iOS","Browser","Weekly",16,"6:00 AM - 12:00 PM",1,2,1,"BNPL","N",0,0
"CXAUQ_1038",850,168,370,"F",55,"NSW","Urban","Phone_Android","Browser","Daily",46,"12:00 AM - 6:00 AM",3,4,4,"BNPL","N",0,0
"CXAUQ_2165",40,118,284,"F",23,"NSW","Urban","Tablet_iOS","Browser","Daily",33,"6:00 AM - 12:00 PM",1,3,2,"BNPL","N",0,0
"CXAUQ_1420",1200,137,43,"M",50,"QLD","Rural","Phone_Android","Browser","Monthly",3,"6:00 PM - 12:00 AM",10,5,4,"eWallet","N",0,0
"CXAUQ_18",40,206,362,"M",22,"VIC","Urban","Phone_iOS","App","Daily",53,"12:00 PM - 6:00 PM",1,2,1,"BNPL","Y",21,0
"CXAUQ_1209",550,78,40,"F",34,"NT","Urban","Phone_Android","Browser","Weekly",31,"12:00 AM - 6:00 AM",5,1,4,"eWallet","N",0,0
"CXAUQ_2273",1200,246,130,"M",48,"SA","Urban","Tablet_Android","App","Monthly",45,"6:00 AM - 12:00 PM",13,5,4,"eWallet","Y",13,0
