"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_1091",1200,75,215,"F",48,"NSW","Urban","Tablet_iOS","App","Daily",60,"12:00 AM - 6:00 AM",5,5,4,"BNPL","Y",28,0
"CXAUQ_1081",500,94,195,"M",27,"VIC","Urban","Tablet_iOS","Browser","Weekly",29,"12:00 AM - 6:00 AM",5,1,4,"eWallet","N",0,0
"CXAUQ_431",800,166,0,"F",42,"NSW","Urban","Tablet_Android","App","Daily",33,"12:00 PM - 6:00 PM",1,5,4,"BNPL","Y",21,0
"CXAUQ_2166",40,204,462,"M",28,"NT","Urban","Tablet_iOS","App","Daily",41,"6:00 AM - 12:00 PM",4,1,1,"BNPL","Y",14,8
"CXAUQ_1581",1150,259,105,"F",52,"NSW","Urban","Phone_Android","Browser","Daily",36,"6:00 PM - 12:00 AM",13,5,4,"eWallet","N",0,0
"CXAUQ_2412",40,59,349,"M",53,"SA","Urban","Phone_Android","Browser","Daily",40,"6:00 AM - 12:00 PM",1,3,2,"BNPL","N",0,0
"CXAUQ_1458",40,118,423,"F",34,"QLD","Urban","Tablet_iOS","App","Weekly",26,"6:00 PM - 12:00 AM",6,1,2,"BNPL","Y",22,0
"CXAUQ_666",1100,196,0,"M",44,"NSW","Urban","Tablet_iOS","Browser","Daily",47,"12:00 PM - 6:00 PM",12,4,4,"BNPL","N",0,0
"CXAUQ_806",40,59,480,"F",48,"QLD","Urban","Tablet_iOS","Browser","Weekly",10,"12:00 AM - 6:00 AM",5,4,1,"BNPL","N",0,0
"CXAUQ_975",40,118,334,"F",45,"NSW","Urban","Tablet_iOS","App","Weekly",44,"12:00 AM - 6:00 AM",4,1,3,"eWallet","Y",12,8
"CXAUQ_266",40,299,253,"M",27,"NSW","Rural","Tablet_iOS","App","Daily",38,"12:00 PM - 6:00 PM",1,1,4,"eWallet","Y",15,0
"CXAUQ_2336",1200,199,274,"M",46,"VIC","Urban","Tablet_Android","Browser","Monthly",60,"6:00 AM - 12:00 PM",3,3,4,"BNPL","N",0,0
"CXAUQ_1243",1000,50,81,"F",40,"NT","Urban","Tablet_Android","App","Monthly",33,"12:00 AM - 6:00 AM",5,3,4,"eWallet","Y",12,0
"CXAUQ_725",40,50,347,"F",36,"QLD","Urban","Phone_iOS","App","Monthly",57,"12:00 PM - 6:00 PM",2,1,1,"BNPL","Y",5,0
"CXAUQ_2330",1550,175,322,"M",58,"TAS","Urban","Tablet_Android","App","Monthly",49,"6:00 AM - 12:00 PM",2,5,4,"BNPL","Y",19,0
"CXAUQ_2661",40,88,194,"F",27,"NT","Urban","Tablet_iOS","Browser","Weekly",3,"6:00 PM - 12:00 AM",1,3,3,"eWallet","N",0,0
"CXAUQ_441",40,50,0,"F",33,"NSW","Rural","Phone_iOS","Browser","Daily",23,"12:00 PM - 6:00 PM",5,2,4,"eWallet","N",0,0
"CXAUQ_348",1600,208,0,"M",52,"NSW","Urban","Tablet_Android","Browser","Daily",12,"12:00 PM - 6:00 PM",3,5,4,"BNPL","N",0,0
"CXAUQ_237",40,204,365,"M",26,"NSW","Urban","Phone_iOS","Browser","Daily",33,"12:00 PM - 6:00 PM",5,1,1,"BNPL","N",0,0
"CXAUQ_1162",40,66,265,"M",57,"NSW","Urban","Phone_Android","Browser","Daily",18,"12:00 AM - 6:00 AM",1,4,2,"BNPL","N",0,0
"CXAUQ_2344",40,50,388,"M",56,"NSW","Rural","Phone_Android","App","Daily",17,"6:00 AM - 12:00 PM",1,4,3,"BNPL","Y",17,0
"CXAUQ_2462",40,121,146,"M",24,"QLD","Urban","Phone_iOS","App","Weekly",19,"6:00 PM - 12:00 AM",1,1,3,"eWallet","Y",16,0
"CXAUQ_2094",40,225,396,"M",29,"NSW","Rural","Phone_iOS","Browser","Daily",14,"6:00 AM - 12:00 PM",6,1,2,"BNPL","N",0,0
"CXAUQ_2299",800,50,447,"M",28,"ACT","Urban","Tablet_iOS","App","Monthly",40,"6:00 AM - 12:00 PM",3,5,4,"BNPL","Y",26,5
